id,label,timeset,url,title,authors,year,cited_by,cited_by_url,modularity_class
3230637172333912295,"To act or not to act, that is the question? Barriers and facilitators of bystander intervention",,https://journals.sagepub.com/doi/abs/10.1177/0886260513505210?casa_token=LGD-dO0b6B4AAAAA:x9d8KKWyOXqawQ_ABERzlmCvsEYocjZ3qqBEVpnQxuqcqaoqOSIUW7jbIH2ovAQtRBzXecxK3AuI,"To act or not to act, that is the question? Barriers and facilitators of bystander intervention","S Bennett, VL Banyard…",2014,221,"https://scholar.google.com/scholar?cites=3230637172333912295&as_sdt=20000005&sciodt=0,21&hl=en",4
5303041884506007229,Encouraging responses in sexual and relationship violence prevention: What program effects remain 1 year later?,,https://journals.sagepub.com/doi/abs/10.1177/0886260514532719?casa_token=R_1WxmRdGu0AAAAA:FBLxdUpC2VDOaaLqXIZEDYZUIYfpc-rM_Nv22-BcQp7AwtFXS0JkSefB-hRtbQdSrdHxnpd8iFzZ,Encouraging responses in sexual and relationship violence prevention: What program effects remain 1 year later?,"MM Moynihan, VL Banyard, AC Cares…",2015,194,"https://scholar.google.com/scholar?cites=5303041884506007229&as_sdt=20000005&sciodt=0,21&hl=en",4
16583834284905221048,How do we know if it works? Measuring outcomes in bystander-focused abuse prevention on campuses.,,https://psycnet.apa.org/buy/2013-34609-001,How do we know if it works? Measuring outcomes in bystander-focused abuse prevention on campuses.,"VL Banyard, MM Moynihan, AC Cares…",2014,177,"https://scholar.google.com/scholar?cites=16583834284905221048&as_sdt=20000005&sciodt=0,21&hl=en",4
15998245182320450912,Sexual harassment: Have we made any progress?,,https://psycnet.apa.org/doiLanding?doi=10.1037%2Focp0000054,Sexual harassment: Have we made any progress?,"JC Quick, M McFadyen",2017,114,"https://scholar.google.com/scholar?cites=15998245182320450912&as_sdt=20000005&sciodt=0,21&hl=en",4
6072020206215443473,Measuring bystander attitudes and behavior to prevent sexual violence,,https://www.tandfonline.com/doi/abs/10.1080/07448481.2013.849258,Measuring bystander attitudes and behavior to prevent sexual violence,"S McMahon, CT Allen, JL Postmus…",2014,99,"https://scholar.google.com/scholar?cites=6072020206215443473&as_sdt=20000005&sciodt=0,21&hl=en",1
18047654782703650954,Breaking the silence at Spanish universities: findings from the first study of violence against women on campuses in Spain,,https://journals.sagepub.com/doi/abs/10.1177/1077801215627511,Breaking the silence at Spanish universities: findings from the first study of violence against women on campuses in Spain,"R Valls, L Puigvert, P Melgar…",2016,100,"https://scholar.google.com/scholar?cites=18047654782703650954&as_sdt=20000005&sciodt=0,21&hl=en",1
9176903319157863529,Efficacy of bystander programs to prevent dating abuse among youth and young adults: A review of the literature,,https://journals.sagepub.com/doi/abs/10.1177/1524838015584361?casa_token=0qETuIem-y0AAAAA:YtDp8DhSwckcmJ9LhQXk7vVtoPs_OydwBRQg97YHbYhBBh7I_79DBv78dakaxK1jG9OIznxSSXBm,Efficacy of bystander programs to prevent dating abuse among youth and young adults: A review of the literature,"HL Storer, E Casey…",2016,93,"https://scholar.google.com/scholar?cites=9176903319157863529&as_sdt=20000005&sciodt=0,21&hl=en",0
8644167598383792439,Call for research on bystander intervention to prevent sexual violence: The role of campus environments,,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007%25252Fs10464-015-9724-0&casa_token=Ruc97FWmXU0AAAAA:MoFqAezxxuIR_Nf3KnFd9fgPwLtNtV_i2qHdNME5SBteDt_1Kt2-qHHdUL9AscN-JQZ1iF4SsyYjoQiI,Call for research on bystander intervention to prevent sexual violence: The role of campus environments,S McMahon,2015,89,"https://scholar.google.com/scholar?cites=8644167598383792439&as_sdt=20000005&sciodt=0,21&hl=en",4
3745337898332244734,Prevalence rates of male and female sexual violence perpetrators in a national sample of adolescents,,https://jamanetwork.com/journals/jamapediatrics/article-abstract/1748355,Prevalence rates of male and female sexual violence perpetrators in a national sample of adolescents,"ML Ybarra, KJ Mitchell",2013,83,"https://scholar.google.com/scholar?cites=3745337898332244734&as_sdt=20000005&sciodt=0,21&hl=en",1
9904598574442894433,Measuring bystander behavior in the context of sexual violence prevention: Lessons learned and new directions,,https://journals.sagepub.com/doi/abs/10.1177/0886260515591979?casa_token=xhDpmNvKM5oAAAAA:MSzX14ZP57GfyJEgVyNEY3nxMXXiR7909dFb-kph7Qs7ZGIPvCISbCAdlGwRClbfriiA2MklRX1B,Measuring bystander behavior in the context of sexual violence prevention: Lessons learned and new directions,"S McMahon, JE Palmer, V Banyard…",2017,77,"https://scholar.google.com/scholar?cites=9904598574442894433&as_sdt=20000005&sciodt=0,21&hl=en",4
17783253589369546832,"Party school: Crime, campus, and community",,https://books.google.com/books?hl=en&lr=&id=2E23tijS1LoC&oi=fnd&pg=PR4&ots=crejpggAcw&sig=zb4GZusz2CfEN3yA6C35Q3VShsI,"Party school: Crime, campus, and community",KG Weiss,2013,68,"https://scholar.google.com/scholar?cites=17783253589369546832&as_sdt=20000005&sciodt=0,21&hl=en",4
4531514085702019295,An evaluation of two dating violence prevention programs on a college campus,,https://journals.sagepub.com/doi/abs/10.1177/0886260516636069?casa_token=giWLkCktzmQAAAAA:yU8HJHhG3JCi9xgpVdO-plkiq2WOYlYrMFENsHV8os1XgY9N56A3c0QPR-4upKt1Uyavzn2_1ZMM,An evaluation of two dating violence prevention programs on a college campus,"K Peterson, P Sharps, V Banyard…",2018,67,"https://scholar.google.com/scholar?cites=4531514085702019295&as_sdt=20000005&sciodt=0,21&hl=en",4
9735063847312485625,Do friends really help friends? The effect of relational factors and perceived severity on bystander perception of sexual violence.,,https://psycnet.apa.org/journals/vio/6/1/64.html?uid=2014-35854-001,Do friends really help friends? The effect of relational factors and perceived severity on bystander perception of sexual violence.,"S Bennett, VL Banyard",2016,64,"https://scholar.google.com/scholar?cites=9735063847312485625&as_sdt=20000005&sciodt=0,21&hl=en",4
16235540646121005637,That's what friends are for: Bystander responses to friends or strangers at risk for party rape victimization,,https://journals.sagepub.com/doi/abs/10.1177/0886260514554290?casa_token=kdCK3qYj54oAAAAA:Jp0LfgljhXMzc5E6mayZSWKfJ7-PpxRGp3nyBv5omfBYk4pup7EhVNXnL_4KyiQjt4QFOGjNi2g-,That's what friends are for: Bystander responses to friends or strangers at risk for party rape victimization,"J Katz, R Pazienza, R Olin…",2015,66,"https://scholar.google.com/scholar?cites=16235540646121005637&as_sdt=20000005&sciodt=0,21&hl=en",4
11030158923293020054,The impact of the bystander's relationship with the victim and the perpetrator on intent to help in situations involving sexual violence,,https://journals.sagepub.com/doi/abs/10.1177/0886260515586373?casa_token=FH2qyNhOZDsAAAAA:jdcQ-Oyv7-ZUBdc78vguaBne8mvGcoUgtl-XPDj9AXhQvU6ijLcyFdqg-aQyUhTNlY7mxHImlMRq,The impact of the bystander's relationship with the victim and the perpetrator on intent to help in situations involving sexual violence,"S Bennett, VL Banyard…",2017,65,"https://scholar.google.com/scholar?cites=11030158923293020054&as_sdt=20000005&sciodt=0,21&hl=en",4
16388139659043835172,Bystander intervention among college men: The role of alcohol and correlates of sexual aggression,,https://journals.sagepub.com/doi/abs/10.1177/0886260515581904?casa_token=DFth71Vsf8kAAAAA:81eEXUBCm5vl1JZS50rOCWOqq5SBRpWHEjWfeQM0a0zrfRKBq8nHzoZJZGhmRR3I1JO7YnFa7oqA,Bystander intervention among college men: The role of alcohol and correlates of sexual aggression,"LM Orchowski, A Berkowitz, J Boggis…",2016,62,"https://scholar.google.com/scholar?cites=16388139659043835172&as_sdt=20000005&sciodt=0,21&hl=en",4
483567561702938339,An exploratory analysis of college students' response and reporting behavior regarding intimate partner violence victimization and perpetration among their friends,,https://journals.sagepub.com/doi/abs/10.1177/0886260513504494?casa_token=POarAo6vhO4AAAAA:FC7oSU-DsEmzJ98AMiLjFnm-hOE8bZg2nWsHVyST9nxx14AY-wOhGp_vDXIHgxZroyzMmrcRvWv2,An exploratory analysis of college students' response and reporting behavior regarding intimate partner violence victimization and perpetration among their friends,"KA Branch, TN Richards…",2013,60,"https://scholar.google.com/scholar?cites=483567561702938339&as_sdt=20000005&sciodt=0,21&hl=en",1
2266877320636707634,"Sexual citizens: A landmark study of sex, power, and assault on campus",,https://books.google.com/books?hl=en&lr=&id=tSOfDwAAQBAJ&oi=fnd&pg=PT3&ots=Pr5QSFuGPW&sig=wSOtFcilWge91hmE_MFiq_HQbTA,"Sexual citizens: A landmark study of sex, power, and assault on campus","JS Hirsch, S Khan",2020,68,"https://scholar.google.com/scholar?cites=2266877320636707634&as_sdt=20000005&sciodt=0,21&hl=en",0
1269495852173601264,"Integrating sexual assault resistance, bystander, and men's social norms strategies to prevent sexual violence on college campuses: A call to action",,https://journals.sagepub.com/doi/abs/10.1177/1524838018789153?casa_token=6_def76g1Z0AAAAA:5B_Fq6RY3rcYvy9dP3WDB0HeUs0sSZEtCpjEMNC7lP4gbKTGUVVNZlhuovzMXIhVlKlJMR3WBwnW,"Integrating sexual assault resistance, bystander, and men's social norms strategies to prevent sexual violence on college campuses: A call to action","LM Orchowski, KM Edwards…",2020,60,"https://scholar.google.com/scholar?cites=1269495852173601264&as_sdt=20000005&sciodt=0,21&hl=en",4
10888559634713029707,Campus sexual assault: Future directions for research,,https://journals.sagepub.com/doi/abs/10.1177/1079063217750864?casa_token=qJROEvjGcucAAAAA:i9onz1vUsgmEIkvqJZ6XJxC3tu2Ib0ZvbBiu5WxY5l3qL5PjP8XIRQOnXkd5mOlXdMQNchp7v0hU,Campus sexual assault: Future directions for research,"S McMahon, L Wood, J Cusano, LM Macri",2019,54,"https://scholar.google.com/scholar?cites=10888559634713029707&as_sdt=20000005&sciodt=0,21&hl=en",4
11923733662165296462,White female bystanders' responses to a black woman at risk for incapacitated sexual assault,,https://journals.sagepub.com/doi/abs/10.1177/0361684316689367?casa_token=RK-Z9KI2nHsAAAAA:AK_PmeLE9FPPuzdsN1__3aGDOMWZvoE72QAAl9vPR-JdSN1rFIlr-yVV8x48mmo_22JcFO-GMdG9,White female bystanders' responses to a black woman at risk for incapacitated sexual assault,"J Katz, C Merrilees, JC Hoxmeier…",2017,51,"https://scholar.google.com/scholar?cites=11923733662165296462&as_sdt=20000005&sciodt=0,21&hl=en",4
8662471566392340420,Minority stress and the risk of unwanted sexual experiences in LGBQ undergraduates,,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11199-016-0710-2&casa_token=WCAiBWqje0MAAAAA:k31J9PkWh-wLR30Q9sxsp5FN5S16jgpYXCKstb0LeQmb0NdcLv44bHHpjq4bNoSA6bLMnY6Qi9EUJRgI,Minority stress and the risk of unwanted sexual experiences in LGBQ undergraduates,"GR Murchison, MA Boyd, JE Pachankis",2017,50,"https://scholar.google.com/scholar?cites=8662471566392340420&as_sdt=20000005&sciodt=0,21&hl=en",1
2101863677863411632,Evaluation of a bystander education program,,https://www.tandfonline.com/doi/abs/10.3109/01612840.2012.709915,Evaluation of a bystander education program,"AF Amar, M Sutherland, E Kesler",2012,49,"https://scholar.google.com/scholar?cites=2101863677863411632&as_sdt=20000005&sciodt=0,21&hl=en",4
7579032458405629989,The effects of bystander programs on the prevention of sexual assault across the college years: A systematic review and meta-analysis,,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10964-018-0927-1&casa_token=Z1eSkfNLaIsAAAAA:1NgOAyLzC8d0ldF42OVGzrXfRMdh05WEuRL6nwv-sJcMrkY9SKof74PWsGbvrVEZDMQhgAIMHKCm2mww,The effects of bystander programs on the prevention of sexual assault across the college years: A systematic review and meta-analysis,"HH Kettrey, RA Marx",2019,45,"https://scholar.google.com/scholar?cites=7579032458405629989&as_sdt=20000005&sciodt=0,21&hl=en",6
16252246899892020817,Incoming college students' bystander behaviors to prevent sexual violence,,https://muse.jhu.edu/article/587290/summary,Incoming college students' bystander behaviors to prevent sexual violence,"S McMahon, VL Banyard, SM McMahon",2015,39,"https://scholar.google.com/scholar?cites=16252246899892020817&as_sdt=20000005&sciodt=0,21&hl=en",1
3743371093374179636,Using theater of the oppressed to prevent sexual violence on college campuses,,https://journals.sagepub.com/doi/abs/10.1177/1524838013495983?casa_token=zSOtyCKyv90AAAAA:BkvSoL5eyzvrZtDeWZ9aSo4qUHX998RmlgSiFCSP0CTiMJ0it2gQISJY4CVAvgnHbLC3K4I1Ubps,Using theater of the oppressed to prevent sexual violence on college campuses,MC Christensen,2013,38,"https://scholar.google.com/scholar?cites=3743371093374179636&as_sdt=20000005&sciodt=0,21&hl=en",1
4035113494433356480,Measuring bystander behavior to prevent sexual violence: Moving beyond self reports.,,https://psycnet.apa.org/doiLanding?doi=10.1037/a0038230,Measuring bystander behavior to prevent sexual violence: Moving beyond self reports.,"EN Jouriles, A Kleinsasser, D Rosenfield…",2016,39,"https://scholar.google.com/scholar?cites=4035113494433356480&as_sdt=20000005&sciodt=0,21&hl=en",4
4669222260776516088,Does who you know affect how you act? The impact of relationships on bystander intervention in interpersonal violence situations,,https://journals.sagepub.com/doi/abs/10.1177/0886260516628292?casa_token=nVojRJ0j8wQAAAAA:lCGecaBe022OWfg7izMrJhZVwFk7gBEEZwX25AzSVqpb5NAcERwf8HnRaIWQFoXcXwtTld_hIXRQ,Does who you know affect how you act? The impact of relationships on bystander intervention in interpersonal violence situations,"JE Palmer, SC Nicksa…",2018,43,"https://scholar.google.com/scholar?cites=4669222260776516088&as_sdt=20000005&sciodt=0,21&hl=en",4
1955402669272892995,"Control, norms, and attitudes: Differences between students who do and do not intervene as bystanders to sexual assault",,https://journals.sagepub.com/doi/abs/10.1177/0886260515625503?casa_token=E7XDj5gDkmQAAAAA:5jwM3vTAnSd876MKu3MEGk8erUamdy2mPfsVlUuO09Zx9oO_KmD9633odibIObtTe0w2MdbVmH1n,"Control, norms, and attitudes: Differences between students who do and do not intervene as bystanders to sexual assault","JC Hoxmeier, BR Flay…",2018,39,"https://scholar.google.com/scholar?cites=1955402669272892995&as_sdt=20000005&sciodt=0,21&hl=en",4
8274975068572795294,Sexual objectification and sexual assault: Do self-objectification and sexual assertiveness account for the link?,,https://psycnet.apa.org/journals/vio/6/2/262.html?uid=2015-38416-001,Sexual objectification and sexual assault: Do self-objectification and sexual assertiveness account for the link?,"MR Franz, D DiLillo, SJ Gervais",2016,35,"https://scholar.google.com/scholar?cites=8274975068572795294&as_sdt=20000005&sciodt=0,21&hl=en",1
6809375580511867546,The role of alcohol consumption patterns and pro-social bystander interventions in contexts of gender violence,,https://journals.sagepub.com/doi/abs/10.1177/1077801215592721?casa_token=Fr548PPWAQQAAAAA:rcTI6pyL1Glhpb3wfCng5HwYsPC2DcrGscE86ZDHYnNng_JrNOSW4LgDpHpLCfmqZCamR-dwdHsi,The role of alcohol consumption patterns and pro-social bystander interventions in contexts of gender violence,"WM Fleming, JD Wiersma-Mosley",2015,36,"https://scholar.google.com/scholar?cites=6809375580511867546&as_sdt=20000005&sciodt=0,21&hl=en",4
10601555748149431870,She's not a person... she's just a woman! Infra-humanization and intimate partner violence,,https://journals.sagepub.com/doi/abs/10.1177/0886260514540801?casa_token=P56x1FnkjPMAAAAA:pNcPuY9Etcq7MfM4iIfhw4i8L25RGJzKDHCk9Z-6C_CXN0hQ4pJ2purcCqoNURk5VkFBMBr7zFIn,She's not a person... she's just a woman! Infra-humanization and intimate partner violence,"AC Baldry, MG Pacilli…",2015,35,"https://scholar.google.com/scholar?cites=10601555748149431870&as_sdt=20000005&sciodt=0,21&hl=en",0
1496925677473751451,The situational-cognitive model of adolescent bystander behavior: Modeling bystander decision-making in the context of bullying and teen dating violence.,,https://psycnet.apa.org/journals/vio/7/1/33.html?uid=2016-04482-001,The situational-cognitive model of adolescent bystander behavior: Modeling bystander decision-making in the context of bullying and teen dating violence.,"EA Casey, T Lindhorst, HL Storer",2017,39,"https://scholar.google.com/scholar?cites=1496925677473751451&as_sdt=20000005&sciodt=0,21&hl=en",4
6466406850380510995,"Sexual assault, sexual orientation, and reporting among college students",,https://journals.sagepub.com/doi/abs/10.1177/0886260517726414?casa_token=4_30QTaXJZYAAAAA:qSmew-qfuySDwXYV68VUDILEuaKGk_TH5UQH1HYyNVcNtIBOmp_3oSSigZfKZmiCjKY_YIj4Nh-0,"Sexual assault, sexual orientation, and reporting among college students","ME Eisenberg, K Lust…",2021,35,"https://scholar.google.com/scholar?cites=6466406850380510995&as_sdt=20000005&sciodt=0,21&hl=en",1
7280690383448340712,Helping victims of intimate partner violence: The influence of group norms among lay people and the police.,,https://psycnet.apa.org/journals/vio/4/3/334/,Helping victims of intimate partner violence: The influence of group norms among lay people and the police.,"AC Baldry, S Pagliaro",2014,33,"https://scholar.google.com/scholar?cites=7280690383448340712&as_sdt=20000005&sciodt=0,21&hl=en",1
993238069968127720,"Teens' self-efficacy to deal with dating violence as victim, perpetrator or bystander",,https://journals.sagepub.com/doi/abs/10.1177/0269758014521741?casa_token=QKOSFnnpwZMAAAAA:Byxcxypz8L5HUVEVVph0XuB1bmd7O5XNcCwouc7lj7pa_P6KEooPl3_-rNVeH7_dNBh1aGh3NPT-,"Teens' self-efficacy to deal with dating violence as victim, perpetrator or bystander","T Van Camp, M Hébert, E Guidi…",2014,32,"https://scholar.google.com/scholar?cites=993238069968127720&as_sdt=20000005&sciodt=0,21&hl=en",0
2191101830682358038,The bystander approach to violence prevention: Considerations for implementation in Europe.,,https://psycnet.apa.org/record/2017-12245-001,The bystander approach to violence prevention: Considerations for implementation in Europe.,"RA Fenton, HL Mott",2017,31,"https://scholar.google.com/scholar?cites=2191101830682358038&as_sdt=20000005&sciodt=0,21&hl=en",4
18070487508098508902,When is it “manly” to intervene?: Examining the effects of a misogynistic peer norm on bystander intervention for sexual aggression.,,https://psycnet.apa.org/journals/vio/7/2/286/,When is it “manly” to intervene?: Examining the effects of a misogynistic peer norm on bystander intervention for sexual aggression.,"RM Leone, DJ Parrott, KM Swartout",2017,35,"https://scholar.google.com/scholar?cites=18070487508098508902&as_sdt=20000005&sciodt=0,21&hl=en",4
11438206773140568724,"A high school-based evaluation of TakeCARE, a video bystander program to prevent adolescent relationship violence",,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/s10964-016-0622-z.pdf&casa_token=AMLyFQU5HlAAAAAA:WwROPxlAizIynDPKk-1c0vSiO61vRtKFa8tl4EBovS7jr6GumdqamGrG32fcoTI5SwERqwktRy55vKi0,"A high school-based evaluation of TakeCARE, a video bystander program to prevent adolescent relationship violence","KS Sargent, EN Jouriles, D Rosenfield…",2017,33,"https://scholar.google.com/scholar?cites=11438206773140568724&as_sdt=20000005&sciodt=0,21&hl=en",1
2631352029640309796,College students' perceptions of barriers to bystander intervention,,https://journals.sagepub.com/doi/abs/10.1177/0886260517706764?casa_token=o2-ONzbgU00AAAAA:iFEEEl_NBHgHAxgWjRD4gi6YUttewjL-gJVAEDsSB_jizPON58gZIVaMNyCE0Op7H6n-CxgkTr__,College students' perceptions of barriers to bystander intervention,"K Yule, J Grych",2020,29,"https://scholar.google.com/scholar?cites=2631352029640309796&as_sdt=20000005&sciodt=0,21&hl=en",4
897359362580450718,What would you do? Strategies for bystander intervention to prevent sexual violence by college students,,https://www.tandfonline.com/doi/abs/10.1515/jcc-2013-0019?casa_token=2wo2zr3S1K4AAAAA:uFcmlX6Q938vurkRzOPXADTxESAUSbscR_7p6TdVf6S0BZntFQ4RRUTI4JJnuhAFTiKe6pTvgkxU,What would you do? Strategies for bystander intervention to prevent sexual violence by college students,"S McMahon, M Lowe Hoffman…",2013,30,"https://scholar.google.com/scholar?cites=897359362580450718&as_sdt=20000005&sciodt=0,21&hl=en",4
12413642144769471143,"Students as prosocial bystanders to sexual assault: Demographic correlates of intervention norms, intentions, and missed opportunities",,https://journals.sagepub.com/doi/abs/10.1177/0886260517689888?casa_token=sQnFR32u3XIAAAAA:JgAXi2w5gCe5Str9SulX6_kafhyW9URKEsN4MNKNf-0THurb5dPTF-EUc9bpnACr_FhmLb2U3knK,"Students as prosocial bystanders to sexual assault: Demographic correlates of intervention norms, intentions, and missed opportunities","JC Hoxmeier, AC Acock…",2020,30,"https://scholar.google.com/scholar?cites=12413642144769471143&as_sdt=20000005&sciodt=0,21&hl=en",4
11994206314906683637,Friends matter: Protective and harmful aspects of male friendships associated with past-year sexual aggression in a community sample of young men,,https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2014.302472,Friends matter: Protective and harmful aspects of male friendships associated with past-year sexual aggression in a community sample of young men,"AJ Jacques-Tiura, A Abbey…",2015,27,"https://scholar.google.com/scholar?cites=11994206314906683637&as_sdt=20000005&sciodt=0,21&hl=en",1
4954057338032624816,Prevalence of stranger harassment of women veterans at Veterans Affairs medical centers and impacts on delayed and missed care,,https://www.sciencedirect.com/science/article/pii/S1049386718301944?casa_token=kgkkVevo9UMAAAAA:_UpuqOeXdaqov0yRmJ488Qk1Svg_JzXxoTLxFQyCox4cR3g3X64xn950oIWvP7zltwJaQdzg-Q,Prevalence of stranger harassment of women veterans at Veterans Affairs medical centers and impacts on delayed and missed care,"R Klap, JE Darling, AB Hamilton, DE Rose, K Dyer…",2019,29,"https://scholar.google.com/scholar?cites=4954057338032624816&as_sdt=20000005&sciodt=0,21&hl=en",1
6253718222045649675,"The impact of college education on rape myth acceptance, alcohol expectancies, and bystander attitudes",,https://www.tandfonline.com/doi/abs/10.1080/01639625.2014.982747?casa_token=xGYS4iO8hvAAAAAA:aty9f7oihx-xmWrFtOqVI0_ATVlqu0kMJGudvR6Ai2o1EQlKXe7PkHYHYf566csKUUuvnhH2Yo9B,"The impact of college education on rape myth acceptance, alcohol expectancies, and bystander attitudes","RA Powers, J Leili, B Hagman, A Cohn",2015,27,"https://scholar.google.com/scholar?cites=6253718222045649675&as_sdt=20000005&sciodt=0,21&hl=en",1
11895558842253922099,Predicting sexual assault revictimization in a longitudinal sample of women survivors: Variation by type of assault,,https://journals.sagepub.com/doi/abs/10.1177/1077801216661035?casa_token=HDvjy7cnMowAAAAA:RIMgX8V4bI2OcNIhx9b8BnX0Libv1I5ao7OIpqmWagZNhkitE1YUKFaDjSEX1PWB-EnGST1hjS1Q,Predicting sexual assault revictimization in a longitudinal sample of women survivors: Variation by type of assault,"M Relyea, SE Ullman",2017,26,"https://scholar.google.com/scholar?cites=11895558842253922099&as_sdt=20000005&sciodt=0,21&hl=en",1
16037170467599626215,Beyond the situational model: Bystander action consequences to intervening in situations involving sexual violence,,https://journals.sagepub.com/doi/abs/10.1177/0886260516635319?casa_token=rUQ8nW7bLeEAAAAA:60ReNzHgcA4C9mHKnFIlxNSyuq2HCauW1YsfEspI2B-3on9uAUz9MO9SZU5H0oIAU897C1IsK8N4,Beyond the situational model: Bystander action consequences to intervening in situations involving sexual violence,"EA Moschella, S Bennett…",2018,23,"https://scholar.google.com/scholar?cites=16037170467599626215&as_sdt=20000005&sciodt=0,21&hl=en",4
6628647215213306590,Perceptions of university policies to prevent sexual assault on campus among college students in the USA,,https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/content/pdf/10.1007/s13178-016-0245-x.pdf&casa_token=pDDgetx1lIAAAAAA:3Qzjl8r29-goMxDpQiq95AQ-0jfHsqthPHSTrSwy2xh8w6WgFeML4qiDOmd1F7VA8X4noubreqU9Pmhi,Perceptions of university policies to prevent sexual assault on campus among college students in the USA,"TK Streng, A Kamimura",2017,24,"https://scholar.google.com/scholar?cites=6628647215213306590&as_sdt=20000005&sciodt=0,21&hl=en",1
