id,label,timeset,url,title,authors,year,cited_by,cited_by_url,modularity_class
ZPggPmqVa50J,White Apathy and Allyship in Uncivil Racial Social Media Comments,,https://www.tandfonline.com/doi/abs/10.1080/15205436.2021.1955933?casa_token=GUxxh0o7CEgAAAAA:Th_jf39JG-_xkEpepdrPyjYEfeAddrp_6U7T8C6U65JIfaZE_cOH6lBc_oJ7OG9sBO6NYcr4G4Ji,White Apathy and Allyship in Uncivil Racial Social Media Comments,"J Roden, M Saleem",2021,,,0
7210908967924699948,Peer Intervention with Suicidal Disclosures on Social Media: Does the Bystander Effect Play a Role?,,https://search.proquest.com/openview/6591deb2840909d1f883c8f17706334e/1?pq-origsite=gscholar&cbl=51922&diss=y&casa_token=DuRdaxNKq9oAAAAA:LgLFAbku91S55VVhsJMZTR8M15TRaF8ZDajgzqBGuy_t8m67tJ69Nay6aF7opOYKN8q_dQ2feA,Peer Intervention with Suicidal Disclosures on Social Media: Does the Bystander Effect Play a Role?,CM Orlando,2020,,,0
qW2UX0zaVMkJ,Co-Conspirators in the Fight for Racial Justice?: Understanding How Asian Americans Respond to Anti-Black Discrimination at Work,,https://scholarship.rice.edu/handle/1911/110387,Co-Conspirators in the Fight for Racial Justice?: Understanding How Asian Americans Respond to Anti-Black Discrimination at Work,S Cheng,2021,,,11
2894139658668164355,Effects of online heterosexist experiences on physical and mental health in sexual minorities: an examination of the cognitive and affective mechanisms,,https://journals.sagepub.com/doi/abs/10.1177/08862605211021962?casa_token=bIhvVZaDqbgAAAAA:S2pWb0JqhbUc6tx9eheGIjgwmQLUqTHF-VjodbX0muTZGGEZ7AcNC_AGpnvHl5WSwKA2_BkHoTrW,Effects of online heterosexist experiences on physical and mental health in sexual minorities: an examination of the cognitive and affective mechanisms,RCH Chan,2021,,,11
2540838806052492447,Rethinking the group: Group processes in the digital age,,https://journals.sagepub.com/doi/full/10.1177/1368430220959244?casa_token=174o2v7O1REAAAAA:bYTcUKUFv6-gbW90-LWG2XqksfkZXsl2Mxf75ZdZz5BjEaORHLl1CSH2DuZvioJJEgu74ljSff1k,Rethinking the group: Group processes in the digital age,"T Hopthrow, LGE Smith, M Levine",2020,,,11
14094794205238723258,Asian Americans' Communicative Responses to COVID-19 Discrimination in Application of Co-Cultural Theory,,https://www.tandfonline.com/doi/abs/10.1080/10646175.2021.1922103?casa_token=BcQrUC-_cG0AAAAA:QKkMlmxsckbLBiJvX31ZBEoNrrMP5Af6YtPGhkswAf096RdhS571tSRg-tA-WkmEHEgiDg31cGPn,Asian Americans' Communicative Responses to COVID-19 Discrimination in Application of Co-Cultural Theory,"J Jun, B Woo, JK Kim, PD Kim…",2021,,,11
10715143578409363669,Understanding and countering the influence of cyber racism on Australian world views,,https://opus.lib.uts.edu.au/handle/10453/136027,Understanding and countering the influence of cyber racism on Australian world views,KJ Connelly,2019,,,0
13288881791138458174,Strategic Career Development for STEM Women Faculty,,https://www.igi-global.com/chapter/strategic-career-development-for-stem-women-faculty/228385,Strategic Career Development for STEM Women Faculty,"SM Rose, Y Darici, S Farhangi",2019,1,"https://scholar.google.com/scholar?cites=13288881791138458174&as_sdt=5,39&sciodt=7,39&hl=en",0
7113549381788886140,Gender: Sociological Perspectives,,https://www.taylorfrancis.com/books/mono/10.4324/9781315102023/gender-linda-lindsey,Gender: Sociological Perspectives,LL Lindsey,2020,1550,"https://scholar.google.com/scholar?cites=7113549381788886140&as_sdt=5,39&sciodt=7,39&hl=en",0
13230951103077993451,Cyber racism and community resilience,,https://link.springer.com/content/pdf/10.1007/978-3-319-64388-5.pdf,Cyber racism and community resilience,"A Jakubowicz, K Dunn, G Mason, Y Paradies…",2017,55,"https://scholar.google.com/scholar?cites=13230951103077993451&as_sdt=5,39&sciodt=7,39&hl=en",2
16633507849877549198,"Alt_Right White Lite: trolling, hate speech and cyber racism on social media",,https://search.informit.org/doi/abs/10.3316/informit.309784538174296,"Alt_Right White Lite: trolling, hate speech and cyber racism on social media",A Jakubowicz,2017,57,"https://scholar.google.com/scholar?cites=16633507849877549198&as_sdt=5,39&sciodt=7,39&hl=en",2
11194322842284393924,Racism and health: Challenges and future directions in behavioral and psychological research.,,https://psycnet.apa.org/journals/cdp/25/1/12/,Racism and health: Challenges and future directions in behavioral and psychological research.,EW Neblett Jr,2019,44,"https://scholar.google.com/scholar?cites=11194322842284393924&as_sdt=5,39&sciodt=7,39&hl=en",2
11445459027227324023,Associations between bystanders and perpetrators of online hate: The moderating role of toxic online disinhibition,,https://www.mdpi.com/340732,Associations between bystanders and perpetrators of online hate: The moderating role of toxic online disinhibition,"S Wachs, MF Wright",2018,32,"https://scholar.google.com/scholar?cites=11445459027227324023&as_sdt=5,39&sciodt=7,39&hl=en",2
15484264511808540750,Perceived societal fear and cyberhate after the November 2015 Paris terrorist attacks,,https://www.tandfonline.com/doi/abs/10.1080/09546553.2018.1442329,Perceived societal fear and cyberhate after the November 2015 Paris terrorist attacks,"A Oksanen, M Kaakinen, J Minkkinen…",2020,27,"https://scholar.google.com/scholar?cites=15484264511808540750&as_sdt=5,39&sciodt=7,39&hl=en",2
15254163185910125375,Collective identity changes in far-right online communities: The role of offline intergroup conflict,,https://journals.sagepub.com/doi/abs/10.1177/1461444819831779,Collective identity changes in far-right online communities: The role of offline intergroup conflict,"AM Bliuc, J Betts, M Vergani, M Iqbal…",2019,26,"https://scholar.google.com/scholar?cites=15254163185910125375&as_sdt=5,39&sciodt=7,39&hl=en",2
5210563758819857730,"“Rivers of blood”: Migration, fear and threat construction",,https://www.degruyter.com/document/doi/10.1515/lpp-2018-0007/html,"“Rivers of blood”: Migration, fear and threat construction","M Kopytowska, P Chilton",2018,17,"https://scholar.google.com/scholar?cites=5210563758819857730&as_sdt=5,39&sciodt=7,39&hl=en",2
742178239303769082,"Narrating hostility, challenging hostile narratives",,https://www.degruyter.com/document/doi/10.1515/lpp-2018-0001/html,"Narrating hostility, challenging hostile narratives","F Baider, M Kopytowska",2018,12,"https://scholar.google.com/scholar?cites=742178239303769082&as_sdt=5,39&sciodt=7,39&hl=en",2
16327836079221422907,A picture of bias crime in New South Wales,,https://search.informit.org/doi/abs/10.3316/INFORMIT.327498807650710,A picture of bias crime in New South Wales,G Mason,2019,10,"https://scholar.google.com/scholar?cites=16327836079221422907&as_sdt=5,39&sciodt=7,39&hl=en",2
16543572225114316067,Everyday violence: Women's experiences of intimate intrusions on Tinder,,https://eprints.qut.edu.au/131121/2/Rosalie_Gillett_Thesis.pdf,Everyday violence: Women's experiences of intimate intrusions on Tinder,R Gillett,2019,10,"https://scholar.google.com/scholar?cites=16543572225114316067&as_sdt=5,39&sciodt=7,39&hl=en",2
18278394461278290362,Building SMARTER Communities of resistance and solidarity,,https://search.informit.org/doi/abs/10.3316/informit.863034720307109,Building SMARTER Communities of resistance and solidarity,"A Oboler, K Connelly",2018,8,"https://scholar.google.com/scholar?cites=18278394461278290362&as_sdt=5,39&sciodt=7,39&hl=en",2
6605595135074792357,Ingenious: The Unintended Cost of Human Innovation,,https://books.google.com/books?hl=en&lr=&id=CfyzDwAAQBAJ&oi=fnd&pg=PP1&ots=VXyRzS-tzX&sig=b11yI5zEruzG05MCnNgnlp9Ec60,Ingenious: The Unintended Cost of Human Innovation,"P Gluckman, M Hanson",2019,7,"https://scholar.google.com/scholar?cites=6605595135074792357&as_sdt=5,39&sciodt=7,39&hl=en",2
5683343402640154797,Social media and hyper‐masculine work cultures,,https://onlinelibrary.wiley.com/doi/abs/10.1111/gwao.12450,Social media and hyper‐masculine work cultures,"A Maaranen, J Tienari",2020,7,"https://scholar.google.com/scholar?cites=5683343402640154797&as_sdt=5,39&sciodt=7,39&hl=en",2
7309753266336658162,"Assessing digital threats to democracy, and workable solutions: a review of the recent literature",,https://ijoc.org/index.php/ijoc/article/view/12959,"Assessing digital threats to democracy, and workable solutions: a review of the recent literature","KM Kuehn, LA Salter",2020,9,"https://scholar.google.com/scholar?cites=7309753266336658162&as_sdt=5,39&sciodt=7,39&hl=en",2
229884749011271816,Measurement invariance of the perceived online racism scale across age and gender,,https://cyberpsychology.eu/article/view/11165,Measurement invariance of the perceived online racism scale across age and gender,"BTH Keum, MJ Miller",2018,6,"https://scholar.google.com/scholar?cites=229884749011271816&as_sdt=5,39&sciodt=7,39&hl=en",2
4437714280384758913,Disconnected online: A social psychological examination of online hate,,https://trepo.tuni.fi/handle/10024/103681,Disconnected online: A social psychological examination of online hate,M Kaakinen,2018,6,"https://scholar.google.com/scholar?cites=4437714280384758913&as_sdt=5,39&sciodt=7,39&hl=en",2
13337188062362081837,The ugliness of trolls: Comparing the strategies/methods of the alt-right and the Ku Klux Klan,,https://search.informit.org/doi/abs/10.3316/informit.030880538191424,The ugliness of trolls: Comparing the strategies/methods of the alt-right and the Ku Klux Klan,N Eckstrand,2018,5,"https://scholar.google.com/scholar?cites=13337188062362081837&as_sdt=5,39&sciodt=7,39&hl=en",2
5870748882954629246,"Xenophobia, misogyny and rape culture: Targeting women in cyberspace",,https://www.jbe-platform.com/content/journals/10.1075/jlac.00054.kop,"Xenophobia, misogyny and rape culture: Targeting women in cyberspace",M Kopytowska,2021,5,"https://scholar.google.com/scholar?cites=5870748882954629246&as_sdt=5,39&sciodt=7,39&hl=en",2
3737563871689069962,Haters gonna “like”: Exploring Canadian far-right extremism on Facebook,,https://link.springer.com/chapter/10.1007/978-3-030-30138-5_4,Haters gonna “like”: Exploring Canadian far-right extremism on Facebook,"R Scrivens, A Amarasingam",2020,5,"https://scholar.google.com/scholar?cites=3737563871689069962&as_sdt=5,39&sciodt=7,39&hl=en",2
18231666974844057943,"Proximization, prosumption and salience in digital discourse: on the interface of social media communicative dynamics and the spread of populist ideologies",,https://www.tandfonline.com/doi/abs/10.1080/17405904.2020.1842774?casa_token=CN6vzyOUIkIAAAAA:6c-WRZ7BDxTr7Nmgpb4d-eIZhF25_EyRcmJ2IUhyY4SJMx2tdd4CFThVb7PqnryrWCxFq4ngCaby,"Proximization, prosumption and salience in digital discourse: on the interface of social media communicative dynamics and the spread of populist ideologies",M Kopytowska,2020,4,"https://scholar.google.com/scholar?cites=18231666974844057943&as_sdt=5,39&sciodt=7,39&hl=en",2
16052145943614812674,Digital mediascapes of transnational Korean youth culture,,https://www.taylorfrancis.com/books/mono/10.4324/9780429469251/digital-mediascapes-transnational-korean-youth-culture-kyong-yoon,Digital mediascapes of transnational Korean youth culture,K Yoon,2019,4,"https://scholar.google.com/scholar?cites=16052145943614812674&as_sdt=5,39&sciodt=7,39&hl=en",2
10403355975670224455,Far-right movements in contemporary Australia: An introduction,,https://link.springer.com/chapter/10.1007/978-981-13-8351-9_1,Far-right movements in contemporary Australia: An introduction,"M Peucker, D Smith",2019,3,"https://scholar.google.com/scholar?cites=10403355975670224455&as_sdt=5,39&sciodt=7,39&hl=en",2
17086123599483537088,Political economy of anti-refugee in turkey and cyber-racism: Thematic analysis of# suriyelilerdefolsun hashtag,,https://www.igi-global.com/chapter/political-economy-of-anti-refugee-in-turkey-and-cyber-racism/252753,Political economy of anti-refugee in turkey and cyber-racism: Thematic analysis of# suriyelilerdefolsun hashtag,"Ö Cengiz, C Cengiz",2020,2,"https://scholar.google.com/scholar?cites=17086123599483537088&as_sdt=5,39&sciodt=7,39&hl=en",2
4454276404785021937,"Racist attitudes, out‐groups and the Australian experience",,https://onlinelibrary.wiley.com/doi/abs/10.1002/ajs4.112,"Racist attitudes, out‐groups and the Australian experience","J Forrest, K Blair, K Dunn",2021,4,"https://scholar.google.com/scholar?cites=4454276404785021937&as_sdt=5,39&sciodt=7,39&hl=en",2
10663686731465877852,Racism in tourism reviews,,https://www.sciencedirect.com/science/article/pii/S0261517720300261?casa_token=Az20SMne5joAAAAA:cTyaL_8mTsvz8d1cZz_vVww0kaHNVqgs2e92ke2dSMDIvPnZQBc3dYzwT4r2tQKs4kIFxek1hg,Racism in tourism reviews,"S Li, G Li, R Law, Y Paradies",2020,2,"https://scholar.google.com/scholar?cites=10663686731465877852&as_sdt=5,39&sciodt=7,39&hl=en",2
5180525354565346584,Detecting hate speech online: A case of croatian,,https://link.springer.com/chapter/10.1007/978-3-030-38833-1_16,Detecting hate speech online: A case of croatian,"K Kocijan, L Košković, P Bajac",2019,2,"https://scholar.google.com/scholar?cites=5180525354565346584&as_sdt=5,39&sciodt=7,39&hl=en",2
31469070726526529,Disablist hate speech online,,https://www.taylorfrancis.com/chapters/edit/10.4324/9780429201813-3/disablist-hate-speech-online-mark-sherry,Disablist hate speech online,M Sherry,2019,2,"https://scholar.google.com/scholar?cites=31469070726526529&as_sdt=5,39&sciodt=7,39&hl=en",2
8019244537507038571,"Platformed racism: The Adam Goodes war dance and booing controversy on twitter, YouTube, and Facebook",,https://eprints.qut.edu.au/120573,"Platformed racism: The Adam Goodes war dance and booing controversy on twitter, YouTube, and Facebook",A Matamoros-Fernandez,2018,2,"https://scholar.google.com/scholar?cites=8019244537507038571&as_sdt=5,39&sciodt=7,39&hl=en",2
6502293804075781606,Rassismus im Netz,,https://books.google.com/books?hl=en&lr=&id=rRDUDwAAQBAJ&oi=fnd&pg=PA351&ots=_tammu49Az&sig=njKSA2OGiwdS2RAJEfPTj_cm868,Rassismus im Netz,M Nolden,2020,1,"https://scholar.google.com/scholar?cites=6502293804075781606&as_sdt=5,39&sciodt=7,39&hl=en",2
UdJBBEsH1D8J,Horrible Histories: Tracing 'Europe'in The South. The Case of South Africa.,,https://www.academia.edu/download/63559954/Social_Dialogue_22_120200607-27827-14ddar.pdf#page=8,Horrible Histories: Tracing 'Europe'in The South. The Case of South Africa.,L Harms-Smith,Key lessons from its' troubled past,,,2
16665654559753919404,12 Islamophobia from within,,https://books.google.com/books?hl=en&lr=&id=Kah8DwAAQBAJ&oi=fnd&pg=PT350&ots=ibi68noRYS&sig=WHC10i3e9KPUpupNrYvb8hXocLA,12 Islamophobia from within,"D Iner, K Nebhan",2018,,,2
14785106857361821746,"Stephen Castles and Australian Immigration Policies, Politics and Possibilities",,https://www.tandfonline.com/doi/abs/10.1080/07256868.2018.1449582?casa_token=ebSKpeg0z5MAAAAA:exftUnX5_Xb6fsaa0QId4IFbtEnsPxTmDtOstxXC2LtuuRC-D6jQqA40Fh64ilZLWkcOEnE2VpLc,"Stephen Castles and Australian Immigration Policies, Politics and Possibilities",J Collins,2018,,,2
2197600058561458964,JACR: Communication Interventions,,https://journalofappliedcommunicationresearch.org/quarantined-across-borders/qab-masks-across-borders/,JACR: Communication Interventions,"QA Borders, D Kasem",…,,,2
IcgsIWzhjLAJ,Hate Speech in Mosques Versus Sectarian Violence in Pakistan: Causes and Recommendations,,http://ams.qurtuba.edu.pk/ojs/index.php/thedialogue/article/view/272,Hate Speech in Mosques Versus Sectarian Violence in Pakistan: Causes and Recommendations,"RU Shah, K Saleem, AA Shah",2021,,,2
8230702273865740056,NEO-RACISM IN THE AGE OF POPULISM: THE IMMIGRANT CRISIS IN EUROPE,,https://dergipark.org.tr/en/pub/marifetname/issue/62834/907647,NEO-RACISM IN THE AGE OF POPULISM: THE IMMIGRANT CRISIS IN EUROPE,A Mehmet,Marifetname,,,2
nzlCV92r-RkJ,Normalising white and male privilege and the denial of Indigenous Australian racism on twitter,,https://search.informit.org/doi/abs/10.3316/informit.670842882835427,Normalising white and male privilege and the denial of Indigenous Australian racism on twitter,K Connelly,2020,,,2
8629743885287177215,Modeling the spread dynamics of racism in cyberspace,,https://jmm.guilan.ac.ir/mobile/article_3964.html,Modeling the spread dynamics of racism in cyberspace,DK Mamo,2020,,,2
zCM4e_HsrywJ,Contemporary Racism in Australia,,https://link.springer.com/chapter/10.1007/978-981-16-2137-6_5,Contemporary Racism in Australia,"A Elias, F Mansouri, Y Paradies",2021,,,6
17945208938221125918,Discrimination in the urban sharing economy,,https://www.elgaronline.com/downloadpdf/edcoll/9781789909555/9781789909555.00030.pdf,Discrimination in the urban sharing economy,"A Piracha, R Sharples, K Dunn",2021,,,0
453210496514247005,[CITATION][C],,,[CITATION][C],,,,,2
7174430390569818152,Disrupting State Spaces: Asylum Seekers in Australia's Offshore Detention Centres,,https://www.mdpi.com/1016766,Disrupting State Spaces: Asylum Seekers in Australia's Offshore Detention Centres,R Sharples,2021,,,2
17552253593608066643,Online Hate and its Routes to Aggression: A Research Agenda,,https://scholarspace.manoa.hawaii.edu/handle/10125/71389,Online Hate and its Routes to Aggression: A Research Agenda,"A Ray, J George",2021,,,2
-Qv5y9UJvIUJ,Symbiotic radicalisation: The interplay between far-right and far-left activism in Victoria,,https://www.crisconsortium.org/s/Literature-review_symbiotic-radicalisation.pdf,Symbiotic radicalisation: The interplay between far-right and far-left activism in Victoria,M Peucker,2020,,,2
jrlqzQKhM2gJ,The Influence of Hate Speech on TikTok on Chinese College Students,,https://search.proquest.com/openview/3cd7a036325191880175a236e59f785a/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=5ncqNXUprJMAAAAA:ag1mp4muFgqOnIORIaB5gk5TJfel6UUzb4V-LDX1410IU7wpkKY8NIz_Lysp4osxNTzNbylmJg,The Influence of Hate Speech on TikTok on Chinese College Students,T Chen,2021,,,2
wr1H7CtlgVUJ,"Media, Public Discourse and Racism",,https://link.springer.com/chapter/10.1007/978-981-16-2137-6_6,"Media, Public Discourse and Racism","A Elias, F Mansouri, Y Paradies",2021,,,2
